Gene1	Gene2
CHD2	CUL3
CHD2	CYB5D1
CHD2	DARS
CHD2	DBR1
CHD2	DCAF11
CHD2	DCAF16
CHD2	DCAF6
CHD2	DCTN2
CHD2	DENR
CHD2	DHFRL1
CHD2	DHX37
CHD2	DNAJA3
CHD2	DNAJC27
CHD2	DNM2
CHD2	ECHS1
CHD2	EFHA1
CHD2	EFHC1
CHD2	EHD1
CHD2	EIF4A3
CHD2	EIF5
CHD2	EMD
CHD2	ERGIC2
CHD2	ERH
CHD2	ETF1
CHD2	ETFA
CHD2	FAM135A
CHD2	FAM200B
CHD2	FAM40A
CHD2	FAM76A
CHD2	FASTKD2
CHD2	FBXO24
CHD2	FGFR1OP2
CHD2	FLJ33630
CHD2	FLJ39582
CHD2	FSIP1
CHD2	FUBP1
CHD2	GAS8
CHD2	GCFC1
CHD2	GDI2
CHD2	GGA3
CHD2	GLCE
CHD2	GMPPA
CHD2	GORASP2
CHD2	GPATCH3
CHD2	GPBP1
CHD2	GRK4
CHD2	GRWD1
CHD2	GSG2
CHD2	HELQ
CHD2	HERC1
CHD2	HHLA3
CHD2	HNRNPH3
CHD2	HNRNPK
CHD2	HNRNPL
CHD2	HSBP1
CHD2	HSPA4
CHD2	ICMT
CHD2	IKZF5
CHD2	IMP3
CHD2	IREB2
CHD2	KBTBD6
CHD2	KHSRP
CHD2	KIAA0892
CHD2	KIAA1191
CHD2	KIAA1468
CHD2	KIN
CHD2	LAMP1
CHD2	LIN7C
CHD2	LOC100128164
CHD2	LOC253039
CHD2	LRCH4
CHD2	LRRC28
CHD2	LRSAM1
CHD2	LSM3
CHD2	LSMD1
CHD2	LTV1
CHD2	LUC7L2
CHD2	MAD1L1
CHD2	MAK16
CHD2	MAP2K2
CHD2	MAP3K7
CHD2	MAPK14
CHD2	MARCH7
CHD2	MATR3
CHD2	MBTPS1
CHD2	MDH1B
CHD2	MDH2
CHD2	MED1
CHD2	MED22
CHD2	MRP63
CHD2	MRPS7
CHD2	NAA35
CHD2	NANP
CHD2	NCAPG
CHD2	NCAPG2
CHD2	NCOA4
CHD2	NDUFA11
CHD2	NDUFA7
CHD2	NFYC
CHD2	NKTR
CHD2	NOL11
CHD2	NOL9
CHD2	NOP14
CHD2	NPTN
CHD2	NRBF2
CHD2	NSUN3
CHD2	OFD1
CHD2	OSBP
CHD2	PDRG1
CHD2	PFKFB2
CHD2	PIGN
CHD2	POLDIP3
CHD2	POLE
CHD2	POLR2E
CHD2	POP7
CHD2	PPCDC
CHD2	PPP1R10
CHD2	PRDX1
CHD2	PRH1
CHD2	PRR4
CHD2	PSMD5
CHD2	PTPN4
CHD2	PUF60
CHD2	PURA
CHD2	PXMP2
CHD2	QRICH1
CHD2	RAB33B
CHD2	RAB5B
CHD2	RBM15
CHD2	RBM39
CHD2	RBPJ
CHD2	RC3H2
CHD2	RFC5
CHD2	RFX1
CHD2	RMI1
CHD2	RNF167
CHD2	RNPC3
CHD2	RNU12
CHD2	ROCK1P1
CHD2	RPL10A
CHD2	RPL12
CHD2	RPL17
CHD2	RPL23A
CHD2	RPL26
CHD2	RPL27A
CHD2	RPL7A
CHD2	RPS11
CHD2	RPS15
CHD2	RPS15A
CHD2	RPS19
CHD2	RPS2
CHD2	RPS28
CHD2	RPS6
CHD2	RPS7
CHD2	RPS9
CHD2	RRAGA
CHD2	RXRB
CHD2	SCAMP5
CHD2	SEC62
CHD2	SEPT7
CHD2	SF1
CHD2	SF4
CHD2	SFRS13A
CHD2	SKA3
CHD2	SLC13A3
CHD2	SLC15A4
CHD2	SLC25A11
CHD2	SLC25A4
CHD2	SLC35B4
CHD2	SLC39A7
CHD2	SMARCA5
CHD2	SMARCD2
CHD2	SMEK2
CHD2	SMG5
CHD2	SMG7
CHD2	SNHG3
CHD2	SNHG3-RCC1
CHD2	SNHG9
CHD2	SNX5
CHD2	SP2
CHD2	SPAG16
CHD2	SRP19
CHD2	SRRT
CHD2	SSR1
CHD2	STIP1
CHD2	STXBP4
CHD2	STYXL1
CHD2	SUPT5H
CHD2	TAB3
CHD2	TAF1
CHD2	TAS1R1
CHD2	THADA
CHD2	THAP1
CHD2	THAP2
CHD2	THAP7
CHD2	TIPIN
CHD2	TMCO1
CHD2	TMEM18
CHD2	TMEM183A
CHD2	TMEM183B
CHD2	TMEM209
CHD2	TMEM79
CHD2	TRAPPC2
CHD2	TSPYL6
CHD2	TTC18
CHD2	TTC32
CHD2	TUBGCP5
CHD2	UBE2D3
CHD2	UBR3
CHD2	UHRF2
CHD2	USP39
CHD2	VDAC3
CHD2	WDR27
CHD2	WDR6
CHD2	WDR73
CHD2	WDR77
CHD2	XPC
CHD2	YOD1
CHD2	ZFC3H1
CHD2	ZFP91
CHD2	ZFP91-CNTF
CHD2	ZNF286A
CHD2	ZNF317
CHD2	ZNF346
CHD2	ZNF414
CHD2	ZNF582
CHD2	ZZZ3
CHD3	CHD4
CHD3	CHD6
CHD3	CPE
CHD3	CRCT1
CHD3	CREB1
CHD3	CSNK2A1
CHD3	CSTF2
CHD3	CTTN
CHD3	DDX5
CHD3	ESR1
CHD3	FAM134A
CHD3	FBP2
CHD3	FUBP1
CHD3	GPS2
CHD3	HABP4
CHD3	HDAC1
CHD3	HDAC2
CHD3	HIC1
CHD3	HIST1H3A
CHD3	HSF1
CHD3	HSPH1
CHD3	HTT
CHD3	IK
CHD3	IMMT
CHD3	IVNS1ABP
CHD3	JUN
CHD3	KDM1A
CHD3	KIF15
CHD3	LUC7L2
CHD3	MAFG
CHD3	MAN2A2
CHD3	MBD2
CHD3	MBD3L1
CHD3	MTA1
CHD3	MTA2
CHD3	MTA3
CHD3	MYB
CHD3	NAB2
CHD3	PAICS
CHD3	PCMT1
CHD3	PCNT
CHD3	PRG2
CHD3	PSME1
CHD3	PTN
CHD3	PTPRS
CHD3	PUF60
CHD3	RAD21
CHD3	RAD51
CHD3	RBBP4
CHD3	RPL29
CHD3	SAFB
CHD3	SAT1
CHD3	SDCCAG3
CHD3	SERBP1
CHD3	SERF2
CHD3	SGSM2
CHD3	SIN3A
CHD3	SIRT6
CHD3	SLC27A6
CHD3	SMARCA2
CHD3	SMARCA5
CHD3	SRRT
CHD3	SUMO1
CHD3	SUMO2
CHD3	TAF6
CHD3	TAL1
CHD3	THOC7
CHD3	TNFRSF14
CHD3	TP53
CHD3	TP73
CHD3	TRIM28
CHD3	TSPAN6
CHD3	TTR
CHD3	TXNDC9
CHD3	UBA3
CHD3	UBE2I
CHD3	XRCC4
CHD4	EMD
CHD4	H3F3A
CHD4	HDAC1
CHD4	HDAC2
CHD4	HIST1H3A
CHD4	HNRNPC
CHD4	IKZF1
CHD4	IKZF2
CHD4	IKZF3
CHD4	IKZF4
CHD4	MBD3
CHD4	MBD3L2
CHD4	MCRS1
CHD4	MTA1
CHD4	MTA2
CHD4	MYC
CHD4	NAB1
CHD4	NAB2
CHD4	NR4A1
CHD4	PARK7
CHD4	PCNT
CHD4	PIM2
CHD4	PML
CHD4	RBBP4
CHD4	RBBP7
CHD4	SAP30
CHD4	SATB1
CHD4	SIN3A
CHD4	SMARCA4
CHD4	SMARCC1
CHD4	SMARCE1
CHD4	SRRM1
CHD4	SUMO2
CHD4	TAL1
CHD4	TRIM27
CHD4	TSSK6
CHD4	TTK
CHD4	UBASH3B
CHD4	UBC
CHD4	USP36
CHD4	XRN1
CHD6	FOS
CHD6	PBX3
CHD6	SP1
CHD6	TOLLIP
CHD7	CTCF
CHD7	E2F1
CHD7	NLK
CHD7	PBRM1
CHD7	PPARG
CHD7	SMARCA4
CHD7	SMARCC1
CHD7	SMARCC2
CHD7	SMARCE1
CHD7	TERF2
CHD8	CREB1
CHD8	CTCF
CHD8	CTDP1
CHD8	CTNNB1
CHD8	NFYB
CHD8	PBX3
CHD8	RBBP5
CHD8	TCERG1
CHD8	TERF1
CHD8	TERF2
CHD8	TOP3B
CHD8	TP53
CHD8	USF1
CHD8	WDR5
CHD8	ZNF143
CHD9	CTCF
CHD9	RAD21
CHD9	SPI1
CHDH	CHKA
CHDH	PHOSPHO1
CHDH	TAF1
CHEK1	CHEK2
CHEK1	CHGB
CHEK1	CLSPN
CHEK1	COX4I1
CHEK1	COX6B2
CHEK1	CPSF6
CHEK1	CREB5
CHEK1	CRL3
CHEK1	CRSP9
CHEK1	CSDE1
CHEK1	CSNK2A1
CHEK1	CSRP1
CHEK1	CSRP3
CHEK1	CTTN
CHEK1	CUL4A
CHEK1	CYORF15B
CHEK1	DDB1
CHEK1	DDB2
CHEK1	DDEFL1
CHEK1	DDIT3
CHEK1	DDX19A
CHEK1	DDX4
CHEK1	DDX42
CHEK1	DHX32
CHEK1	DMWD
CHEK1	DNAJB6
CHEK1	DNMT1
CHEK1	DPPA2
CHEK1	EBF1
CHEK1	EED
CHEK1	EIF4B
CHEK1	EIF4E
CHEK1	ENOX1
CHEK1	ESR1
CHEK1	ETF1
CHEK1	ETS1
CHEK1	EXOSC3
CHEK1	EZH1
CHEK1	FAM110A
CHEK1	FAM44A
CHEK1	FANCE
CHEK1	FGR
CHEK1	FKBP1B
CHEK1	FLJ10404
CHEK1	FLJ25006
CHEK1	FMR1
CHEK1	FOXI1
CHEK1	FOXJ1
CHEK1	GADD45A
CHEK1	GADD45G
CHEK1	GPBP1
CHEK1	GSPT1
CHEK1	GTF2B
CHEK1	HCLS1
CHEK1	HDGF
CHEK1	HHAT
CHEK1	HIST1H2BA
CHEK1	HLCS
CHEK1	HNRPK
CHEK1	HOXC12
CHEK1	HOXC5
CHEK1	HSPA2
CHEK1	HTATIP
CHEK1	ID1
CHEK1	ISL1
CHEK1	KBTBD7
CHEK1	KCNIP2
CHEK1	KHDRBS1
CHEK1	KHDRBS2
CHEK1	KHDRBS3
CHEK1	KIAA0907
CHEK1	KIAA1840
CHEK1	KLHDC4
CHEK1	LARP2
CHEK1	LARP7
CHEK1	LIG1
CHEK1	LIMA1
CHEK1	LMX1A
CHEK1	LMX1B
CHEK1	LOC51035
CHEK1	LOC653972
CHEK1	LSMD1
CHEK1	LUZP1
CHEK1	LYL1
CHEK1	MAGEB3
CHEK1	MAGEB6
CHEK1	MAPK1
CHEK1	MCPH1
CHEK1	MDM4
CHEK1	MEN1
CHEK1	METTL3
CHEK1	MGC13379
CHEK1	MLX
CHEK1	MRLC2
CHEK1	MRPL13
CHEK1	MRPL36
CHEK1	MRPS27
CHEK1	MSH2
CHEK1	MSH5
CHEK1	MSH6
CHEK1	MSRA
CHEK1	MYT1
CHEK1	N6AMT1
CHEK1	NAP1L1
CHEK1	NBPF3
CHEK1	NCOA4
CHEK1	NDUFB4
CHEK1	NEIL2
CHEK1	NEK9
CHEK1	NEUROD4
CHEK1	NFATC4
CHEK1	NIPBL
CHEK1	NNT
CHEK1	NOL3
CHEK1	NSBP1
CHEK1	NUDC
CHEK1	NUDT21
CHEK1	NUP107
CHEK1	NUP62
CHEK1	NXF3
CHEK1	ORC6L
CHEK1	PAGE4
CHEK1	PARK7
CHEK1	PBRM1
CHEK1	PCBD1
CHEK1	PCBP3
CHEK1	PCNA
CHEK1	PDPK1
CHEK1	PEPP-2
CHEK1	PHACTR3
CHEK1	PHF10
CHEK1	PINX1
CHEK1	PITX1
CHEK1	PLG
CHEK1	PMS2L3
CHEK1	POLA1
CHEK1	POLE3
CHEK1	POLR1D
CHEK1	POLR2H
CHEK1	POLR2K
CHEK1	POP7
CHEK1	PPP1R8
CHEK1	PPP2CA
CHEK1	PPP2R5D
CHEK1	PQBP1
CHEK1	PRDX5
CHEK1	PRKACA
CHEK1	PRKAR1A
CHEK1	PRKDC
CHEK1	PRPF8
CHEK1	PSMA6
CHEK1	PUM1
CHEK1	RAB14
CHEK1	RAB2A
CHEK1	RAD51
CHEK1	RBM12
CHEK1	RBM17
CHEK1	RBM26
CHEK1	RBM38
CHEK1	RBPJ
CHEK1	RCHY1
CHEK1	RFC4
CHEK1	RFX3
CHEK1	RGS14
CHEK1	RNF11
CHEK1	RNF135
CHEK1	RNF14
CHEK1	RNH1
CHEK1	RPS20
CHEK1	RXRG
CHEK1	SARS
CHEK1	SERBP1
CHEK1	SF1
CHEK1	SF3A3
CHEK1	SF3B5
CHEK1	SFN
CHEK1	SFRS1
CHEK1	SFRS15
CHEK1	SIM2
CHEK1	SLC4A1AP
CHEK1	SMARCA1
CHEK1	SMARCC1
CHEK1	SMARCC2
CHEK1	SMC1A
CHEK1	SMYD2
CHEK1	SMYD5
CHEK1	SNRP70
CHEK1	SRF
CHEK1	SSBP2
CHEK1	SSBP4
CHEK1	ST18
CHEK1	STAT6
CHEK1	STIP1
CHEK1	TAF1
CHEK1	TAF13
CHEK1	TCEAL1
CHEK1	TCEAL6
CHEK1	TEAD3
CHEK1	TEAD4
CHEK1	TERF2IP
CHEK1	THUMPD1
CHEK1	TIMELESS
CHEK1	TLE1
CHEK1	TNF
CHEK1	TOMM70A
CHEK1	TOX
CHEK1	TP53
CHEK1	TP53BP1
CHEK1	TREX1
CHEK1	TRIM24
CHEK1	TRIM36
CHEK1	TRIP10
CHEK1	TRIP6
CHEK1	TSC22D4
CHEK1	UBC
CHEK1	UBE2A
CHEK1	UBE2V2
CHEK1	UPK3A
CHEK1	USP7
CHEK1	UTP18
CHEK1	UVRAG
CHEK1	VAMP1
CHEK1	VAMP4
CHEK1	VDR
CHEK1	WDR25
CHEK1	WIT1
CHEK1	WT1
CHEK1	WWP1
CHEK1	XIAP
CHEK1	XPO1
CHEK1	XPO5
CHEK1	XRCC4
CHEK1	XRCC5
CHEK1	XRCC6
CHEK1	ZBED1
CHEK1	ZCCHC14
CHEK1	ZCCHC8
CHEK1	ZFAND5
CHEK1	ZFP3
CHEK1	ZFYVE1
CHEK1	ZHX1
CHEK1	ZMAT2
CHEK1	ZNF24
CHEK1	ZNF326
CHEK1	ZNF333
CHEK1	ZNF34
CHEK1	ZNF396
CHEK1	ZNF428
CHEK1	ZNF485
CHEK1	ZNF496
CHEK1	ZNF503
CHEK1	ZNF765
CHEK1	ZSCAN18
CHEK1	ZSCAN21
CHEK1	ZZZ3
CHEK2	CSNK1D
CHEK2	CSRP3
CHEK2	CTTN
CHEK2	DCLK2
CHEK2	DDEFL1
CHEK2	DDR1
CHEK2	DYRK1B
CHEK2	DYRK4
CHEK2	EIF2AK2
CHEK2	EIF4B
CHEK2	EPHA4
CHEK2	EPHB3
CHEK2	EZH1
CHEK2	FASTK
CHEK2	FGFR1
CHEK2	FGFR4
CHEK2	FOXM1
CHEK2	GINS2
CHEK2	GPBP1L1
CHEK2	GRK5
CHEK2	HCLS1
CHEK2	HIPK1
CHEK2	HIPK4
CHEK2	HLCS
CHEK2	JAK2
CHEK2	KHDRBS2
CHEK2	LIG1
CHEK2	LYK5
CHEK2	MAP3K7
CHEK2	MAPK6
CHEK2	MAPKAPK5
CHEK2	MARK3
CHEK2	MAST1
CHEK2	MAST4
CHEK2	MDC1
CHEK2	MDM2
CHEK2	MDM4
CHEK2	MGC42105
CHEK2	MOS
CHEK2	MSH2
CHEK2	MTA1
CHEK2	MUS81
CHEK2	NCBP2
CHEK2	NEK2
CHEK2	NEK8
CHEK2	NRP2
CHEK2	NTRK3
CHEK2	NUAK2
CHEK2	OTUD7B
CHEK2	PACSIN1
CHEK2	PAK1
CHEK2	PCTK3
CHEK2	PDK2
CHEK2	PLG
CHEK2	PLK1
CHEK2	PLK3
CHEK2	POP7
CHEK2	PPP1R13L
CHEK2	PRKAA1
CHEK2	PRKAR1A
CHEK2	PRKCG
CHEK2	PRKY
CHEK2	PTK2
CHEK2	R3HDM2
CHEK2	RAD50
CHEK2	RBM17
CHEK2	RET
CHEK2	REV3L
CHEK2	RPS1KL1
CHEK2	RPS6KA4
CHEK2	RPS6KA5
CHEK2	RPS6KB1
CHEK2	RPS6KL1
CHEK2	SCYL1
CHEK2	SNF1LK2
CHEK2	SNRP70
CHEK2	SOX10
CHEK2	SRPK1
CHEK2	SRPK2
CHEK2	STAT3
CHEK2	STK19
CHEK2	STK32A
CHEK2	STK38L
CHEK2	TFG
CHEK2	TNIK
CHEK2	TP53
CHEK2	TP53BP1
CHEK2	TRIM28
CHEK2	TRIP10
CHEK2	TSSK3
CHEK2	TSSK6
CHEK2	TTN
CHEK2	UBE2A
CHEK2	VCP
CHEK2	VRK3
CHEK2	WDR45L
CHEK2	XRCC4
CHEK2	ZAP70
CHERP	ELK4
CHERP	SF3A2
CHERP	UBC
CHERP	WBP4
CHES1	CLK1
CHES1	CLK2
CHES1	CRKL
CHES1	CSNK1E
CHES1	CSNK1G1
CHES1	CSNK2A1
CHES1	CSNK2A2
CHES1	DDR1
CHES1	DYRK2
CHES1	DYRK4
CHES1	EFNA3
CHES1	EPHA4
CHES1	EPHA7
CHES1	EPHB3
CHES1	FASTK
CHES1	FGFR2
CHES1	FGFR4
CHES1	FGR
CHES1	FHL3
CHES1	FLJ25006
CHES1	GOLGA5
CHES1	GRK5
CHES1	HIPK4
CHES1	JAK2
CHES1	KSR2
CHES1	LATS1
CHES1	LCK
CHES1	LOC91461
CHES1	MAP2K2
CHES1	MAP3K11
CHES1	MAP3K13
CHES1	MAP3K7IP1
CHES1	MAP4K2
CHES1	MAPK14
CHES1	MAPK15
CHES1	MAPK3
CHES1	MAPKAPK5
CHES1	MGC42105
CHES1	MOS
CHES1	MYO3A
CHES1	NEK10
CHES1	NEK2
CHES1	NEK3
CHES1	NEK6
CHES1	NEK7
CHES1	NEK8
CHES1	NPR2
CHES1	NRP1
CHES1	NRP2
CHES1	PAK1
CHES1	PAK2
CHES1	PAK4
CHES1	PCTK3
CHES1	PDPK1
CHES1	PFTK2
CHES1	PIM2
CHES1	PINK1
CHES1	PLK3
CHES1	PRKACA
CHES1	PRKACB
CHES1	PRKACG
CHES1	PRKAG1
CHES1	PRKCH
CHES1	PRKCZ
CHES1	PRKX
CHES1	PRKY
CHES1	PRPF4B
CHES1	PTK2
CHES1	RET
CHES1	RIOK1
CHES1	RPS1KL1
CHES1	RPS6KA2
CHES1	RPS6KA4
CHES1	RPS6KA6
CHES1	RPS6KB1
CHES1	SCYL2
CHES1	SRPK2
CHES1	STK10
CHES1	STK16
CHES1	STK32B
CHES1	STK40
CHES1	STYK1
CHES1	SYK
CHES1	TBK1
CHES1	TNNI3K
CHES1	TRIB3
CHES1	TRIM27
CHES1	TSSK3
CHES1	TTK
CHES1	TTN
CHES1	TYK2
CHES1	WIF1
CHES1	WNT2
CHES1	YES1
CHFR	EEF1G
CHFR	ELF1
CHFR	HDAC1
CHFR	MAD2L1
CHFR	PLK1
CHFR	PML
CHFR	UBC
CHFR	UBE2D1
CHFR	UBE2D2
CHFR	UBE2D3
CHFR	UBE2D4
CHFR	UBE2E1
CHFR	UBE2E2
CHFR	UBE2E3
CHFR	UBE2N
CHFR	UBE2W
CHFR	USP7
CHFR	YY1
CHGA	PLG
CHGA	REST
CHGB	CLK4
CHGB	CRKL
CHGB	CSNK1A1
CHGB	CSNK1D
CHGB	CSNK1E
CHGB	CSNK1G1
CHGB	CSNK1G2
CHGB	CSNK1G3
CHGB	CSNK2A1
CHGB	CSNK2A2
CHGB	CTNNA1
CHGB	DAPK2
CHGB	DDR2
CHGB	DYRK1B
CHGB	DYRK2
CHGB	DYRK4
CHGB	EFNA3
CHGB	EIF2AK2
CHGB	EPHA3
CHGB	EPHA4
CHGB	EPHB3
CHGB	FASTK
CHGB	FES
CHGB	FGFR3
CHGB	FGFR4
CHGB	FGR
CHGB	FHL3
CHGB	FLJ23356
CHGB	FLJ25006
CHGB	FRK
CHGB	GAK
CHGB	GRK5
CHGB	GSK3B
CHGB	GTF2F1
CHGB	HIPK1
CHGB	HIPK4
CHGB	KSR2
CHGB	LATS1
CHGB	LCK
CHGB	LOC91461
CHGB	LYK5
CHGB	MAP2K7
CHGB	MAP3K13
CHGB	MAPK10
CHGB	MAPK15
CHGB	MAPK9
CHGB	MAPKAPK5
CHGB	MARK3
CHGB	MAST2
CHGB	MAST4
CHGB	MGC42105
CHGB	MGLL
CHGB	MOGS
CHGB	MOS
CHGB	MYO3A
CHGB	NEK10
CHGB	NEK2
CHGB	NEK3
CHGB	NEK8
CHGB	NEK9
CHGB	NPR2
CHGB	NRBP2
CHGB	NRP2
CHGB	NTRK3
CHGB	OGG1
CHGB	PACSIN1
CHGB	PAK1
CHGB	PCTK3
CHGB	PDGFRA
CHGB	PDGFRB
CHGB	PDPK1
CHGB	PKN1
CHGB	POLD1
CHGB	PRKACA
CHGB	PRKACB
CHGB	PRKACG
CHGB	PRKCD
CHGB	PRKCI
CHGB	PRKCQ
CHGB	PRKCZ
CHGB	PRKG1
CHGB	PRKX
CHGB	PRKY
CHGB	PTEN
CHGB	PTK2
CHGB	PTK6
CHGB	REST
CHGB	RET
CHGB	RIOK1
CHGB	RIPK3
CHGB	RPS6KA2
CHGB	RPS6KA4
CHGB	RPS6KB1
CHGB	S100A8
CHGB	SAFB2
CHGB	SCYL2
CHGB	SCYL3
CHGB	SGK223
CHGB	SGK3
CHGB	SLC25A6
CHGB	STK10
CHGB	STK17A
CHGB	STK19
CHGB	STK32A
CHGB	STK4
CHGB	SYK
CHGB	TAZ
CHGB	TBK1
CHGB	TNK2
CHGB	TNNI3K
CHGB	TRIB3
CHGB	TTK
CHGB	TUBB2A
CHGB	TWF2
CHGB	TYK2
CHGB	TYRO3
CHGB	ULK3
CHGB	WEE1
CHGB	YES1
CHGB	YLPM1
CHI3L1	STAT3
CHI3L2	EBF1
CHI3L2	RAD21
CHI3L2	STAT3
CHIA	NAGK
CHIA	RENBP
CHIC2	CSK
CHIC2	CSNK1G1
CHIC2	FASTK
CHIC2	GATA2
CHIC2	HIPK1
CHIC2	HOXA1
CHIC2	KRTAP4-12
CHIC2	MAP2K2
CHIC2	MAP3K13
CHIC2	MAPKAPK2
CHIC2	MAST1
CHIC2	MDFI
CHIC2	NUAK1
CHIC2	OTX1
CHIC2	PCTK3
CHIC2	PIK3C3
CHIC2	PLEKHF2
CHIC2	PRKACG
CHIC2	PRKCB1
CHIC2	PRKY
CHIC2	PTK6
CHIC2	STK19
CHIC2	TOP3B
CHIC2	U2AF2
CHIT1	NAGK
CHIT1	RENBP
CHKA	PCYT1A
CHKA	PCYT1B
CHKA	PHOSPHO1
CHKA	TAF1
CHML	RAB1A
CHML	RAB3A
CHML	RAB5A
CHML	RAB6A
CHMP1A	ELF1
CHMP1A	KIAA1715
CHMP1A	NR1I2
CHMP1A	STAMBP
CHMP1A	USP8
CHMP1A	VPS4A
CHMP1B	ELF1
CHMP1B	EP300
CHMP1B	KIAA0174
CHMP1B	STAMBP
CHMP1B	USP8
CHMP2A	E2F4
CHMP2A	ELF1
CHMP2A	GABPA
CHMP2A	NR2C2
CHMP2A	NRF1
CHMP2A	STAMBP
CHMP2A	VPS24
CHMP2A	VTA1
CHMP2B	THAP1
CHMP2B	TRAF2
CHMP2B	VHL
CHMP4A	CTCF
CHMP4A	NR3C1
CHMP4A	STAMBP
CHMP4A	SYT17
CHMP4A	TCF12
CHMP4B	ELF1
CHMP4B	ETS1
CHMP4B	NR2C2
CHMP4B	SIX5
CHMP4B	STAMBP
CHMP4B	UBE2I
CHMP4B	ZNF143
CHMP4C	STAMBP
CHMP4C	USP8
CHMP5	VPS4A
CHMP5	VTA1
CHMP6	GTF2B
CHMP6	NXN
CHMP6	RAB17
CHMP6	SNF8
CHMP6	VPS25
CHMP7	MXI1
CHMP7	PAFAH1B3
CHMP7	USP8
CHM	RAB1A
CHM	RAB1B
CHM	RAB3A
CHM	RAB5A
CHM	RAB6A
CHM	RAB7A
CHN1	GTF3C1
CHN1	RPS3A
CHORDC1	HSF1
CHP2	SLC9A1
CHP2	SLC9A2
CHP2	SLC9A3
CHP2	SLC9A4
CHP2	SLC9A5
CHP	CTCF
CHPF2	PBX3
CHPF	REST
CHPF	ZBTB7A
CHP	MAX
CHP	PRSS23
CHP	SLC9A1
CHP	SLC9A2
CHP	SLC9A3
CHP	SLC9A4
CHP	SLC9A5
CHPT1	LCAT
CHPT1	LIPA
CHPT1	LIPC
CHPT1	LIPF
CHPT1	LIPG
CHPT1	PAFAH1B1
CHPT1	PAFAH1B2
CHPT1	PAFAH1B3
CHPT1	PAFAH2
CHPT1	PCYT1A
CHPT1	PCYT1B
CHPT1	PLA2G10
CHPT1	PLA2G12A
CHPT1	PLA2G12B
CHPT1	PLA2G1B
CHPT1	PLA2G2A
CHPT1	PLA2G2D
CHPT1	PLA2G2E
CHPT1	PLA2G2F
CHPT1	PLA2G3
CHPT1	PLA2G4A
CHPT1	PLA2G5
CHPT1	PLA2G6
CHPT1	PLCB1
CHPT1	PLCB2
CHPT1	PLCB3
CHPT1	PLCB4
CHPT1	PLCD3
CHPT1	PLCD4
CHPT1	PLCE1
CHPT1	PLCG1
CHPT1	PLCG2
CHPT1	PLCZ1
CHPT1	PLD1
CHPT1	PLD2
CHPT1	PNLIP
CHPT1	PNLIPRP1
CHPT1	PNPLA3
CHPT1	PPAP2A
CHPT1	PPAP2C
CHPT1	PTDSS1
CHRAC1	MAP3K7
CHRAC1	PCTK3
CHRAC1	POLE3
CHRAC1	SMARCA5
CHRAC1	SPI1
CHRAC1	XRCC5
CHRDL2	INHBA
CHRD	TWSG1
CHRM2	SET
CHRM3	CSNK1A1
CHRM3	SET
CHRM4	REST
CHRNA1	CHRND
CHRNA1	CHRNE
CHRNA1	CHRNG
CHRNA1	ITGA7
CHRNA4	YWHAH
CHRNA5	E2F1
CHRNA7	FYN
CHRNB2	NFE2
CHRNB2	REST
CHST11	PAPSS2
CHST12	PAPSS2
CHST12	UGGT1
CHST13	HNF4A
CHST13	PAPSS2
CHST15	HCK
CHST1	SFN
CHST4	PAK6
CHST8	REST
CHTF18	CHTF8
CHTF18	DDX11
CHTF18	DSCC1
CHTF18	HSP90AA1
CHTF18	HSPA4
CHTF18	MYC
CHTF18	PCNA
CHTF18	RAD21
CHTF18	RFC1
CHTF18	RFC2
CHTF18	RFC3
CHTF18	RFC4
CHTF18	RFC5
CHTF18	SMC1A
CHTF8	DSCC1
CHTF8	EIF4EBP1
CHTF8	NR2C2
CHTF8	RFC2
CHTF8	WBP4
CHUK	CNTN2
CHUK	COPS5
CHUK	CTNNB1
CHUK	CUEDC2
CHUK	CUL1
CHUK	DUSP1
CHUK	EIF2AK2
CHUK	EP300
CHUK	FANCA
CHUK	HIST2H3C
CHUK	HTT
CHUK	IKBKAP
CHUK	IKBKB
CHUK	IKBKG
CHUK	IRAK1
CHUK	IRS1
CHUK	MAP3K11
CHUK	MAP3K14
CHUK	MAP3K7
CHUK	MAP3K8
CHUK	NCOA3
CHUK	NCOR2
CHUK	NFKB1
CHUK	NFKB2
CHUK	NFKBIA
CHUK	NFKBIB
CHUK	NLRP4
CHUK	PPM1B
CHUK	PRKCA
CHUK	PRKCD
CHUK	PRKCI
CHUK	PRKCQ
CHUK	PRKDC
CHUK	RELA
CHUK	TANK
CHUK	TNF
CHUK	TNFAIP3
CHUK	TP73
CHUK	TRAF2
CHUK	TRAF3IP2
CHUK	TRPC4AP
CHUK	UBE2I
CHUK	UBE2N
CHURC1	SERTAD1
CHURC1	ZBTB9
CIAO1	CLK1
CIAO1	CSNK1D
CIAO1	CSNK1G1
CIAO1	CSNK1G3
CIAO1	DYRK2
CIAO1	DYRK4
CIAO1	EPHB3
CIAO1	FAM96A
CIAO1	FAM96B
CIAO1	FGFR2
CIAO1	FOSL2
CIAO1	FOXA2
CIAO1	GAS8
CIAO1	GRK5
CIAO1	HEATR2
CIAO1	KIAA1967
CIAO1	LYK5
CIAO1	MAP4K2
CIAO1	MAPK13
CIAO1	MAPKAPK5
CIAO1	MCM5
CIAO1	MLF2
CIAO1	MYO1C
CIAO1	NEK2
CIAO1	NPR2
CIAO1	NR2C2
